Number of declaration,Gender,Year,First name
81.0,M,2011,Charles
8.0,F,2012,Amalia
7.0,F,2012,Halima
9.0,M,2012,Emilien
79.0,M,2006,Matthieu
74.0,F,2012,Yasmine
8.0,M,2017,Khalil
6.0,F,2014,Mayar
5.0,M,2007,Samir
5.0,M,2004,Ayrton
5.0,F,2005,Donia
9.0,F,2006,Olympe
72.0,F,2004,Agathe
5.0,F,2018,Aïna
6.0,M,2011,Clarence
6.0,M,2012,Amos
16.0,F,2012,Hanaé
6.0,F,2012,Emmanuelle
197.0,M,2006,Maxime
43.0,M,2012,Yassine
6.0,F,2017,Laëtitia
5.0,F,2014,Melissa
6.0,F,2007,Shani
13.0,F,2004,Bertille
56.0,F,2005,Eléonore
31.0,M,2006,Rafaël
16.0,F,2004,Albane
21.0,M,2018,Alex
5.0,F,2011,Cyrine
27.0,F,2012,Ana
9.0,F,2012,Ilyana
6.0,M,2012,Ewenn
7.0,M,2006,Mayeul
14.0,M,2012,Yohan
5.0,M,2017,Léandro
103.0,F,2014,Mila
48.0,M,2007,Solal
6.0,F,2004,Betty
80.0,M,2005,Elias
12.0,F,2006,Sacha
7.0,M,2004,Alec
20.0,F,2018,Alia
49.0,F,2011,Daphné
24.0,M,2012,Anas
10.0,F,2012,Imen
60.0,F,2012,Fatoumata
40.0,F,2006,Mélissa
7.0,M,2013,Alan
165.0,M,2017,Lucas
8.0,M,2014,Mohamed-Amine
26.0,F,2007,Solène
14.0,M,2004,Brice
14.0,M,2005,Elouan
11.0,F,2006,Salimata
12.0,M,2004,Amadou
13.0,F,2018,Aliya
9.0,M,2011,Dario
5.0,M,2012,Anass
5.0,F,2012,Imene
6.0,F,2012,Flavie
10.0,F,2006,Meriem
6.0,M,2013,Aly
5.0,F,2017,Maëlyne
10.0,M,2014,Morgan
6.0,M,2007,Soren
19.0,F,2004,Camélia
5.0,M,2005,Emil
6.0,F,2006,Satine
74.0,F,2004,Ambre
115.0,F,2018,Alma
5.0,M,2011,Driss
28.0,M,2012,Anatole
25.0,M,2012,Jacques
6.0,M,2012,Giulio
5.0,M,2006,Mouad
15.0,F,2013,Anaé
5.0,F,2017,Maïwenn
13.0,M,2014,Mouhamed
13.0,M,2007,Ugo
5.0,F,2004,Carlotta
7.0,M,2005,Émile
5.0,M,2006,Sélim
24.0,F,2004,Anastasia
10.0,F,2018,Amélie
6.0,M,2011,Élias
6.0,F,2012,Angélina
5.0,M,2012,Jassem
10.0,F,2012,Grace
5.0,F,2006,Mouna
11.0,M,2013,Aurèle
9.0,F,2017,Marianne
25.0,M,2014,Nathanaël
7.0,M,2007,Vianney
16.0,M,2004,Colin
13.0,F,2005,Emmanuelle
23.0,F,2006,Shana
7.0,F,2004,Anya
31.0,M,2018,Amine
17.0,M,2011,Elliott
10.0,M,2012,Ari
36.0,M,2012,Joachim
5.0,M,2012,Hassane
5.0,F,2006,Perla
15.0,M,2013,Aymen
6.0,F,2017,Marie-Lou
9.0,F,2014,Nawel
6.0,M,2007,Viktor
5.0,M,2004,Curtis
12.0,F,2005,Éva
5.0,M,2006,Sidi
7.0,M,2004,Ben
13.0,M,2018,Andy
5.0,M,2011,Farouk
25.0,F,2012,Asma
5.0,M,2012,Joris
52.0,M,2012,Ibrahim
113.0,M,2006,Pierre
6.0,M,2013,Calixte
6.0,M,2017,Matéo
13.0,M,2014,Nelson
5.0,F,2007,Yona
51.0,F,2004,Diane
57.0,M,2005,Florian
36.0,M,2006,Théodore
6.0,M,2004,Brayan
22.0,M,2018,Anis
54.0,F,2011,Fatoumata
38.0,F,2012,Assia
51.0,M,2012,Joshua
10.0,F,2012,Izia
24.0,F,2006,Rania
17.0,F,2013,Caroline
22.0,M,2017,Mathys
11.0,F,2014,Nelya
6.0,M,2007,Younès
5.0,F,2004,Eliette
58.0,M,2005,Grégoire
11.0,M,2006,Thibaut
32.0,M,2004,Camille
52.0,F,2018,Anouk
5.0,M,2011,Franklin
56.0,F,2012,Ava
37.0,F,2012,Julie
7.0,M,2012,Jason
9.0,M,2006,Robinson
6.0,M,2013,Cédric
12.0,M,2017,Matthias
66.0,M,2014,Nolan
5.0,F,2008,Abigaëlle
49.0,M,2004,Erwan
12.0,M,2005,Guilhem
259.0,M,2006,Thomas
21.0,M,2004,Cédric
6.0,M,2018,Anthony
19.0,M,2011,Gaston
5.0,F,2012,Aylin
9.0,F,2012,Kadiatou
10.0,M,2012,Jean-Baptiste
8.0,F,2006,Safa
17.0,F,2013,Célestine
13.0,F,2017,Melina
20.0,M,2014,Ryan
7.0,M,2008,Alix
102.0,M,2004,Ethan
7.0,F,2005,Haby
9.0,M,2006,Tim
7.0,F,2004,Cindy
10.0,F,2018,Ashley
22.0,F,2011,Giulia
8.0,M,2012,Aymane
10.0,M,2012,Kévin
18.0,M,2012,Jérémy
30.0,F,2006,Sasha
5.0,M,2013,Edward
8.0,M,2017,Melvin
5.0,F,2014,Taïna
38.0,M,2008,Ayoub
6.0,F,2004,Félicité
6.0,F,2005,Halima
5.0,F,2006,Tracy
194.0,F,2004,Clara
21.0,F,2018,Aurore
30.0,F,2011,Hanna
38.0,M,2012,Ayoub
56.0,M,2012,Léonard
8.0,M,2012,Joakim
8.0,M,2006,Sebastian
5.0,F,2013,Eléanore
6.0,F,2017,Meriem
11.0,F,2014,Tal
11.0,M,2008,Cheick
7.0,M,2004,Flavio
11.0,F,2005,Héléna
8.0,M,2006,Viktor
30.0,M,2004,Damien
13.0,F,2018,Ayline
7.0,M,2011,Harry
15.0,M,2012,Benoît
7.0,F,2012,Lia
5.0,M,2012,Joan
5.0,M,2006,Skander
7.0,F,2013,Éline
7.0,M,2017,Miguel
13.0,F,2014,Tessa
12.0,M,2008,Christian
51.0,F,2004,Gabrielle
28.0,M,2005,Henri
7.0,F,2006,Wendy
8.0,M,2004,Elliott
15.0,M,2018,Bilal
8.0,F,2011,Hermine
40.0,F,2012,Bérénice
10.0,F,2012,Lilas
113.0,F,2012,Julia
8.0,F,2006,Solenn
5.0,F,2013,Emeline
112.0,F,2017,Mila
10.0,M,2014,Thiago
16.0,F,2008,Coline
6.0,M,2004,Germain
52.0,M,2005,Ibrahim
8.0,M,2006,Wissem
14.0,M,2004,Elouan
10.0,M,2018,Boubacar
16.0,M,2011,Idriss
5.0,M,2012,Bogdan
11.0,M,2012,Lilian
27.0,M,2012,Julian
80.0,M,2006,Théo
7.0,M,2013,Emilio
9.0,F,2017,Mya
208.0,M,2014,Victor
49.0,M,2008,Corentin
5.0,F,2004,Goundo
18.0,M,2005,Ibrahima
5.0,F,2006,Zahra
5.0,F,2004,Émeline
6.0,M,2018,Bruno
43.0,F,2011,Ines
82.0,M,2012,Camille
20.0,F,2012,Lison
9.0,F,2012,June
7.0,M,2006,Vianney
20.0,M,2013,Esteban
33.0,M,2017,Omar
36.0,F,2014,Violette
5.0,M,2008,Cyriaque
5.0,M,2004,Gwendal
21.0,F,2005,Jessica
12.0,M,2007,Adem
10.0,F,2004,Emmy
6.0,F,2018,Cécile
75.0,M,2011,Jean
75.0,F,2012,Capucine
32.0,M,2012,Luca
6.0,F,2012,Kadidiatou
135.0,M,2006,Yanis
12.0,F,2013,Fanta
10.0,F,2017,Ophélie
5.0,M,2014,Yannick
6.0,M,2008,Dany
28.0,M,2004,Hector
5.0,M,2005,Joe
8.0,M,2007,Adrian
7.0,M,2004,Enguerrand
23.0,F,2018,Célia
6.0,M,2011,Josh
9.0,F,2012,Chahinez
16.0,F,2012,Malak
6.0,F,2012,Klara
17.0,M,2006,Yoann
5.0,F,2013,Félicie
6.0,F,2017,Ornella
7.0,M,2014,Yannis
9.0,F,2008,Eléna
57.0,F,2004,Sara
15.0,M,2005,Jordan
12.0,M,2007,Allan
13.0,M,2004,Ewen
181.0,F,2018,Chloé
12.0,F,2011,June
9.0,M,2012,Christian
6.0,F,2012,Marjane
12.0,F,2012,Leïla
5.0,M,2007,Abou
14.0,F,2013,Fleur
24.0,F,2017,Paloma
15.0,M,2014,Zacharie
6.0,M,2008,Eliahou
5.0,F,2004,Siham
10.0,F,2005,Lara
12.0,M,2007,Amadou
24.0,F,2004,Flora
17.0,F,2018,Diana
5.0,F,2011,Laurine
7.0,F,2012,Cléophée
8.0,M,2012,Marvin
8.0,F,2012,Léonor
5.0,M,2007,Aidan
15.0,M,2013,Florian
6.0,M,2017,Robinson
35.0,F,2014,Zélie
8.0,M,2008,Elio
6.0,F,2004,Solveig
28.0,M,2005,Léonard
7.0,F,2007,Athénaïs
11.0,M,2004,Frédéric
14.0,M,2018,Dimitri
70.0,F,2011,Léna
7.0,M,2012,Constant
8.0,F,2012,Mélodie
10.0,F,2012,Léopoldine
104.0,M,2007,Alexis
101.0,F,2013,Gabrielle
30.0,F,2017,Sixtine
10.0,M,2015,Aboubakar
6.0,F,2008,Éloïse
23.0,F,2004,Sonia
24.0,F,2005,Léonie
67.0,F,2007,Capucine
7.0,M,2004,Geoffrey
9.0,M,2018,Élias
9.0,F,2011,Lia
79.0,M,2012,David
6.0,M,2012,Mikail
7.0,F,2012,Liora
44.0,F,2007,Alicia
5.0,M,2013,Iliane
11.0,M,2017,Sofiane
7.0,M,2015,Aimé
13.0,M,2008,Emilien
13.0,M,2004,Tiago
5.0,M,2005,Lohan
20.0,F,2007,Cécile
5.0,F,2004,Hadja
32.0,F,2018,Elisa
14.0,F,2011,Lili
5.0,M,2012,Edward
28.0,M,2012,Moussa
5.0,F,2012,Liz
30.0,F,2007,Amélie
16.0,F,2013,Irène
49.0,M,2017,Solal
15.0,F,2015,Amandine
157.0,F,2008,Eva
69.0,M,2004,Timothée
9.0,F,2005,Lorraine
5.0,F,2007,Chaima
31.0,M,2004,Henri
16.0,F,2018,Elisabeth
154.0,F,2011,Lina
43.0,F,2012,Elena
6.0,F,2012,Nathalie
8.0,M,2012,Logan
6.0,F,2007,Anita
11.0,M,2013,Jason
81.0,F,2017,Suzanne
8.0,F,2015,Andrea
10.0,F,2008,Fatou
6.0,M,2004,Vladimir
157.0,F,2005,Lucie
219.0,F,2007,Chloé
5.0,F,2004,Ikrame
22.0,F,2018,Emna
191.0,M,2011,Lucas
5.0,M,2012,Éliot
6.0,F,2012,Nayla
9.0,M,2012,Luis
9.0,M,2007,Arié
9.0,F,2013,Léane
30.0,M,2017,Théophile
7.0,M,2015,Anes
13.0,F,2008,Gabriela
6.0,M,2004,Warren
19.0,F,2005,Lyna
10.0,F,2007,Cindy
41.0,M,2004,Ilan
120.0,F,2018,Eva
9.0,M,2011,Lyes
12.0,F,2012,Élisa
13.0,F,2012,Nélia
38.0,F,2012,Maëlys
5.0,F,2007,Cassidy
12.0,M,2013,Leo
5.0,F,2017,Vivienne
9.0,F,2015,Annaëlle
8.0,F,2008,Gaïa
7.0,M,2004,Yaya
5.0,F,2005,Mama
141.0,M,2007,Clément
12.0,M,2004,Ilies
70.0,F,2018,Fatoumata
7.0,F,2011,Maïlys
126.0,M,2012,Ethan
8.0,F,2012,Nine
34.0,M,2012,Mamadou
8.0,F,2007,Célina
8.0,M,2013,Loan
6.0,M,2017,Yaya
53.0,M,2015,Ayoub
9.0,F,2008,Gloria
9.0,M,2004,Yoann
41.0,M,2005,Mamadou
12.0,F,2007,Clotilde
14.0,M,2004,Jacques
30.0,F,2018,Faustine
26.0,M,2011,Marc
119.0,F,2012,Eva
20.0,M,2012,Olivier
5.0,F,2012,Mariem
77.0,M,2007,Charles
8.0,M,2013,Lubin
12.0,M,2017,Yossef
10.0,F,2015,Baya
9.0,M,2008,Guilhem
13.0,F,2004,Zélie
160.0,F,2005,Manon
6.0,M,2007,Cyrian
5.0,M,2004,Karamba
6.0,M,2018,Giovanni
113.0,M,2011,Martin
7.0,F,2012,Francesca
106.0,M,2012,Oscar
7.0,M,2012,Maximilian
18.0,M,2007,Charlie
22.0,M,2013,Luka
33.0,M,2017,Younes
83.0,M,2015,Côme
10.0,F,2008,Ilona
12.0,M,2005,Adrian
16.0,F,2005,Marilou
37.0,M,2007,Dylan
10.0,F,2004,Keren
9.0,F,2018,Haby
9.0,F,2011,Mayssa
16.0,M,2012,François
7.0,F,2012,Patricia
23.0,M,2012,Maximilien
7.0,M,2007,Charly
9.0,F,2013,Mahault
11.0,M,2017,Zachary
10.0,F,2015,Dalya
5.0,M,2008,Imran
127.0,M,2005,Alexis
11.0,M,2005,Mateo
5.0,M,2007,Élias
6.0,F,2004,Khady
33.0,F,2018,Hawa
6.0,M,2011,Nathaniel
5.0,M,2012,Giacomo
77.0,F,2012,Pauline
69.0,F,2012,Maya
7.0,F,2007,Domitille
18.0,F,2013,Marion
7.0,M,2017,Zack
5.0,M,2015,Demba
5.0,F,2008,Inaya
65.0,F,2005,Alix
8.0,M,2005,Matias
28.0,M,2007,Eliot
19.0,F,2004,Lilia
14.0,F,2018,Hélène
13.0,F,2011,Nell
8.0,M,2012,Giovanni
5.0,M,2012,Pol
5.0,M,2012,Michel
35.0,M,2007,Emile
13.0,M,2013,Matias
34.0,M,2017,Zakaria
6.0,F,2015,Djeneba
29.0,F,2008,Jasmine
6.0,F,2005,Alixe
7.0,F,2005,Mélody
17.0,M,2007,Eloi
6.0,M,2004,Lirone
11.0,M,2018,Henry
10.0,M,2011,Nikita
30.0,M,2012,Guillaume
13.0,M,2012,Robinson
17.0,M,2012,Mohammed
246.0,F,2007,Emma
48.0,F,2013,Myriam
7.0,M,2017,Zakariya
32.0,F,2015,Eden
5.0,F,2008,Jihane
6.0,M,2005,Alpha
5.0,M,2005,Mohamed-Ali
10.0,F,2007,Ema
6.0,F,2004,Liza
24.0,F,2018,Hortense
136.0,F,2011,Nina
5.0,F,2012,Hind
15.0,M,2012,Sasha
15.0,F,2012,Mona
160.0,M,2007,Enzo
56.0,M,2013,Noam
103.0,F,2017,Zoé
6.0,M,2015,Élias
5.0,F,2008,Kadidia
11.0,F,2005,Anouck
142.0,M,2005,Nathan
5.0,M,2007,Emir
10.0,M,2004,Loïs
17.0,M,2018,Imrane
63.0,M,2011,Noam
17.0,F,2012,Hortense
5.0,F,2012,Tasnime
5.0,M,2012,Mouhamadou
14.0,M,2007,Florent
20.0,M,2013,Oumar
10.0,M,2018,Abdoul
17.0,M,2015,Elijah
78.0,F,2008,Laura
24.0,F,2005,Audrey
7.0,F,2005,Nell
37.0,M,2007,Emmanuel
41.0,F,2004,Maëlys
50.0,F,2018,Inaya
47.0,M,2011,Nolan
35.0,F,2012,Ines
5.0,F,2012,Théa
17.0,F,2012,Naëlle
311.0,M,2007,Gabriel
5.0,M,2013,Paul-Arthur
8.0,F,2018,Aïssatou
44.0,F,2015,Elisa
26.0,M,2008,Loïc
10.0,M,2005,Bilel
7.0,F,2005,Noélie
36.0,M,2007,Etienne
5.0,F,2004,Malena
39.0,F,2018,Isaure
6.0,F,2011,Oriane
201.0,F,2012,Inès
16.0,M,2013,Adama
29.0,M,2012,Omar
10.0,M,2007,Habib
7.0,F,2013,Perrine
8.0,F,2018,Aliza
32.0,F,2015,Élise
10.0,M,2008,Loris
8.0,F,2005,Blandine
8.0,F,2005,Ophélie
9.0,M,2007,Fabio
42.0,F,2004,Marion
13.0,M,2018,Ismaïl
7.0,M,2011,Pacôme
78.0,M,2012,Ismaël
5.0,F,2013,Aglaé
7.0,F,2012,Ophélie
5.0,F,2007,Haby
51.0,M,2013,Ruben
10.0,M,2018,Ayman
27.0,F,2015,Eloïse
13.0,M,2008,Lou
7.0,F,2005,Célestine
28.0,M,2005,Rafael
35.0,F,2007,Faustine
8.0,M,2004,Matisse
7.0,M,2018,Jessim
19.0,M,2011,Raphael
11.0,F,2012,Isra
6.0,M,2013,Aimé
7.0,F,2012,Paola
5.0,F,2007,Hadja
120.0,M,2013,Simon
22.0,F,2018,Bintou
6.0,F,2015,Emi
11.0,F,2008,Lou-Anne
46.0,F,2005,Célia
29.0,F,2005,Shana
34.0,M,2007,Hippolyte
47.0,M,2004,Max
12.0,M,2018,Jonathan
12.0,F,2011,Rita
8.0,M,2012,Joël
6.0,F,2013,Alaa
242.0,M,2012,Paul
8.0,F,2007,Hanaé
8.0,F,2013,Soraya
18.0,F,2018,Camélia
18.0,M,2015,Emile
8.0,M,2008,Louison
5.0,F,2005,Chelsea
28.0,M,2005,Stanislas
6.0,M,2007,Kilyan
219.0,M,2004,Maxime
13.0,F,2018,Joyce
10.0,F,2011,Rokia
7.0,M,2012,Johann
219.0,M,2013,Alexandre
5.0,F,2012,Quitterie
5.0,M,2007,Iwan
56.0,F,2013,Suzanne
9.0,F,2018,Clarisse
5.0,M,2015,Éthan
39.0,M,2008,Lucien
7.0,F,2005,Christelle
18.0,M,2005,Steven
6.0,F,2007,Laëtitia
18.0,F,2004,Maylis
10.0,F,2018,Kamila
8.0,F,2011,Salimata
9.0,F,2012,Lehna
15.0,M,2013,Amadou
83.0,F,2012,Romane
6.0,M,2007,Jaden
6.0,F,2013,Swann
14.0,F,2018,Coline
140.0,F,2015,Eva
11.0,F,2008,Ludivine
14.0,F,2005,Claudia
6.0,M,2005,Teddy
126.0,F,2007,Lina
5.0,M,2004,Natan
7.0,F,2018,Lehna
65.0,F,2011,Salomé
8.0,M,2012,Lou
38.0,M,2013,Andrea
53.0,M,2012,Ruben
6.0,F,2007,Kahina
5.0,F,2013,Tesnime
10.0,F,2018,Colombe
8.0,F,2015,Félicie
45.0,M,2008,Maël
21.0,M,2005,Dan
10.0,M,2005,Warren
12.0,F,2007,Liora
6.0,F,2004,Nayla
7.0,M,2018,Leonard
28.0,M,2011,Sami
8.0,M,2012,Maceo
8.0,M,2013,Andreas
10.0,F,2012,Safia
6.0,F,2007,Khadidja
6.0,M,2013,Théophane
18.0,F,2018,Eléonore
5.0,M,2015,Felix
5.0,F,2008,Malia
7.0,F,2005,Daphnée
12.0,M,2005,Youcef
101.0,F,2007,Lou
20.0,M,2004,Nino
8.0,F,2018,Leyna
30.0,M,2011,Sofiane
9.0,M,2012,Mahamadou
5.0,F,2013,Anne
10.0,F,2012,Sana
111.0,M,2007,Léo
28.0,M,2013,Théophile
5.0,F,2018,Elizabeth
5.0,F,2015,Fiona
77.0,F,2008,Margaux
73.0,M,2005,David
14.0,M,2005,Younes
8.0,F,2007,Lou-Anne
10.0,F,2004,Orlane
5.0,F,2018,Loïs
8.0,F,2011,Tania
40.0,M,2012,Malo
8.0,F,2013,Ariana
6.0,M,2012,Shaï
22.0,F,2007,Lili
6.0,M,2013,Zadig
5.0,M,2018,Eloan
6.0,M,2015,Firas
5.0,M,2008,Marlon
49.0,F,2005,Eden
11.0,F,2005,Zélie
31.0,M,2007,Luc
14.0,M,2004,Oumar
6.0,F,2018,Lylia
10.0,M,2011,Téo
23.0,F,2012,Maryam
9.0,F,2013,Assa
5.0,F,2012,Sherine
13.0,F,2007,Livia
5.0,F,2013,Zineb
12.0,F,2018,Gabriela
5.0,M,2015,Frédéric
14.0,M,2008,Maxim
5.0,F,2005,Éloïse
159.0,M,2006,Adrien
8.0,F,2007,Luce
133.0,M,2004,Pierre
5.0,F,2018,Maëva
25.0,F,2011,Tess
60.0,M,2012,Matthieu
8.0,F,2013,Aurélie
19.0,M,2012,Timothé
8.0,F,2007,Loubna
6.0,M,2013,Zinedine
42.0,M,2018,Georges
355.0,M,2015,Gabriel
9.0,F,2008,Nadia
11.0,M,2005,Elyes
92.0,F,2006,Agathe
9.0,F,2007,Mariame
17.0,F,2004,Prune
6.0,M,2018,Maher
5.0,M,2011,Theo
15.0,F,2012,Maud
9.0,F,2013,Barbara
5.0,F,2012,Zeinab
11.0,F,2007,Lydia
5.0,M,2014,Abishan
5.0,M,2018,Honoré
7.0,F,2015,Gloria
5.0,F,2008,Neïla
5.0,F,2005,Fatimata
22.0,M,2006,Alban
5.0,M,2007,Michael
5.0,F,2004,Rana
11.0,F,2018,Maïwenn
89.0,M,2011,Théo
42.0,M,2012,Mehdi
7.0,M,2013,Brahim
9.0,F,2013,Agnès
33.0,F,2007,Maëlle
11.0,F,2014,Alba
30.0,M,2018,Idriss
7.0,F,2015,Hajar
26.0,M,2008,Nino
18.0,F,2005,Flora
5.0,M,2006,Aleksandar
24.0,F,2007,Mina
6.0,M,2004,Reda
18.0,M,2018,Malik
7.0,M,2011,Tomas
6.0,F,2012,Mélia
46.0,F,2013,Céleste
67.0,M,2013,Alexis
6.0,F,2007,Maélys
12.0,F,2014,Alexia
6.0,M,2018,Ilya
6.0,M,2015,Idir
22.0,M,2008,Olivier
5.0,M,2005,Grégory
7.0,F,2006,Alina
10.0,M,2007,Mouhamed
8.0,M,2011,Yannis
82.0,F,2018,Manon
5.0,M,2011,Tommy
5.0,F,2012,Mélusine
11.0,F,2013,Clotilde
6.0,M,2013,Alistair
20.0,F,2007,Maryam
21.0,F,2014,Aliyah
31.0,M,2018,Jacques
5.0,M,2015,Imad
13.0,F,2008,Olympe
42.0,M,2005,Ilan
78.0,F,2006,Ambre
34.0,M,2007,Moussa
6.0,F,2011,Yasmina
12.0,F,2018,Mariame
8.0,F,2011,Vanessa
7.0,M,2012,Melvil
23.0,F,2013,Coline
10.0,F,2013,Aliyah
189.0,M,2007,Maxime
18.0,M,2014,Amadou
9.0,M,2018,Jassim
47.0,F,2015,Inaya
44.0,M,2008,Robin
6.0,F,2005,Imene
16.0,F,2006,Ana
11.0,F,2007,Nadia
9.0,M,2011,Yoann
7.0,F,2018,Mariem
10.0,M,2012,Aboubakar
9.0,F,2012,Meryl
19.0,F,2013,Diana
16.0,F,2013,Amira
17.0,F,2007,Morgane
21.0,F,2014,Andréa
8.0,M,2018,Jibril
5.0,F,2015,Isée
11.0,M,2008,Robinson
5.0,F,2005,Inaya
31.0,F,2004,Ilona
9.0,F,2007,Nell
7.0,M,2011,Yossef
10.0,F,2018,Marina
5.0,M,2012,Abraham
10.0,M,2012,Michaël
6.0,F,2013,Elinor
16.0,F,2013,Angèle
103.0,M,2007,Nicolas
12.0,M,2014,Andy
6.0,F,2018,Joana
13.0,M,2015,Kevin
5.0,M,2008,Ronan
7.0,M,2005,Jarod
46.0,F,2004,Iris
8.0,F,2007,Nelly
92.0,M,2012,Aaron
6.0,M,2018,Marvin
9.0,F,2012,Aïda
5.0,F,2012,Michelle
5.0,M,2013,Elouan
8.0,F,2013,Assya
29.0,M,2007,Octave
13.0,F,2014,Anissa
15.0,M,2018,Julian
9.0,F,2015,Khadidja
160.0,M,2008,Sacha
8.0,M,2005,Joaquim
7.0,M,2004,Jean-Marc
7.0,F,2007,Nicole
24.0,F,2012,Angèle
12.0,M,2018,Mathys
10.0,F,2012,Aïssata
7.0,M,2012,Mohamed-Amine
31.0,M,2013,Emile
7.0,M,2013,Benoît
18.0,M,2007,Oumar
37.0,M,2014,Armand
23.0,F,2018,Justine
5.0,F,2015,Lea
5.0,F,2008,Salomée
19.0,F,2005,Judith
34.0,M,2004,Jérémy
18.0,M,2007,Nino
10.0,F,2012,Ariane
16.0,M,2018,Maximilien
5.0,M,2012,Allan
5.0,F,2012,Monica
23.0,M,2013,Erwan
21.0,F,2013,Claire
6.0,M,2007,Pascal
5.0,M,2014,Arthus
6.0,F,2018,Khadidja
69.0,F,2015,Léonie
9.0,F,2008,Sana
14.0,M,2005,Justin
8.0,M,2004,Joël
23.0,M,2007,Olivier
42.0,M,2012,Armand
23.0,F,2018,Maxine
55.0,F,2012,Ambre
31.0,M,2012,Nathanaël
16.0,F,2013,Estelle
11.0,F,2013,Daria
15.0,F,2007,Philippine
15.0,M,2014,Aurèle
6.0,F,2018,Kyara
6.0,F,2015,Liel
9.0,M,2008,Sékou
5.0,F,2005,Khadidja
79.0,M,2004,Joseph
7.0,M,2007,Owen
70.0,M,2012,Axel
16.0,F,2018,Mayssa
5.0,M,2012,Antonio
5.0,M,2012,Philémon
137.0,M,2013,Ethan
13.0,M,2013,Dorian
24.0,F,2007,Rachel
5.0,F,2014,Aurélie
12.0,M,2018,Lazare
6.0,F,2015,Lital
19.0,F,2008,Shana
8.0,F,2005,Klara
15.0,M,2004,Julian
15.0,F,2007,Paola
14.0,F,2012,Axelle
5.0,F,2018,Mélinée
8.0,F,2012,Ashley
5.0,F,2012,Prisca
6.0,F,2013,Eya
22.0,M,2013,Dylan
25.0,F,2007,Romy
58.0,F,2014,Aya
8.0,F,2018,Lital
21.0,F,2015,Louna
10.0,M,2008,Stéphane
9.0,F,2005,Laëtitia
8.0,M,2004,Léandre
6.0,M,2007,Philémon
12.0,M,2012,Balthazar
8.0,F,2018,Milena
12.0,F,2012,Aurore
251.0,M,2012,Raphaël
64.0,F,2013,Fatoumata
67.0,M,2013,Edgar
5.0,M,2007,Ronan
15.0,M,2014,Ayden
8.0,F,2018,Lyana
20.0,M,2015,Lyam
5.0,M,2008,Szymon
63.0,F,2005,Léna
20.0,M,2004,Léopold
5.0,F,2007,Rym
8.0,M,2012,Bruno
15.0,F,2018,Noor
28.0,F,2012,Awa
9.0,F,2012,Rosa
60.0,M,2013,Félix
6.0,M,2013,Eli
7.0,F,2007,Shanice
19.0,F,2014,Camélia
6.0,M,2018,Lyes
74.0,M,2015,Maël
37.0,M,2008,Théophile
28.0,F,2005,Lily
18.0,F,2004,Linda
23.0,M,2007,Sam
17.0,F,2012,Carla
7.0,M,2018,Nour
5.0,F,2012,Barbara
6.0,F,2012,Sally
65.0,F,2013,Garance
5.0,M,2013,Elone
9.0,M,2007,Steven
35.0,M,2014,Charlie
12.0,F,2018,Lyne
5.0,M,2015,Malek
70.0,M,2008,Timothée
11.0,M,2005,Lior
9.0,M,2004,Lino
10.0,M,2007,Sandro
8.0,M,2012,Célian
23.0,F,2018,Oumou
5.0,F,2012,Béatrice
6.0,F,2012,Shaïma
21.0,M,2013,Guillaume
5.0,F,2013,Emmie
5.0,F,2007,Tasnime
9.0,M,2014,Cheick
17.0,F,2018,Maëlys
36.0,M,2015,Mamadou
7.0,F,2008,Toscane
7.0,M,2005,Loris
6.0,M,2004,Lior
36.0,F,2007,Sophie
6.0,F,2012,Charlène
17.0,M,2018,Rafaël
5.0,F,2012,Catherine
11.0,F,2012,Tara
10.0,M,2013,Harry
8.0,F,2013,Eulalie
5.0,M,2007,Teddy
6.0,M,2014,Christ
5.0,F,2018,Maha
14.0,F,2015,Mariama
20.0,M,2008,Vadim
197.0,M,2005,Lucas
17.0,F,2004,Lou-Ann
11.0,M,2007,Stéphane
6.0,M,2012,Christopher
11.0,M,2018,Rémi
46.0,F,2012,Céleste
11.0,F,2012,Thelma
9.0,M,2013,Henry
42.0,M,2013,Evan
5.0,M,2007,Théophane
5.0,F,2014,Christina
16.0,F,2018,Maïmouna
17.0,F,2015,Marion
9.0,M,2008,Wesley
40.0,F,2005,Lucile
7.0,M,2004,Malick
5.0,M,2007,Swann
12.0,M,2012,Colin
15.0,M,2018,Roman
9.0,M,2012,Célestin
21.0,M,2012,Tiago
11.0,M,2013,Ilyès
10.0,M,2013,Ewen
33.0,M,2007,Théophile
18.0,M,2014,Dimitri
52.0,M,2018,Moussa
43.0,F,2015,Maryam
16.0,F,2008,Yousra
8.0,F,2005,Maëva
74.0,F,2004,Margaux
6.0,M,2007,Sylvain
5.0,F,2012,Coralie
24.0,F,2018,Sixtine
34.0,M,2012,César
8.0,F,2012,Tiphaine
7.0,M,2013,Isidore
25.0,F,2013,Fatima
19.0,M,2007,Timéo
33.0,F,2014,Eden
32.0,F,2018,Myriam
6.0,F,2015,Mélanie
8.0,M,2008,Zachary
38.0,M,2005,Malo
20.0,F,2004,Maria
14.0,F,2007,Talia
29.0,M,2012,Corentin
12.0,M,2018,Tidiane
7.0,M,2012,Damien
7.0,M,2012,Wissem
25.0,M,2013,Ismael
5.0,F,2013,Gaëlle
5.0,F,2007,Violaine
27.0,M,2014,Emile
7.0,F,2018,Naïa
5.0,F,2015,Mélisande
5.0,F,2009,Alana
8.0,M,2005,Marcel
